,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name
1721,Five Guys,"2467 nicholasville rd, lexington, usa, lexington-fayette, ky, 40503, us",6.809310344827586,6.47,2.840604514383227,4.8,29,1,11.39,,8.87,7.91,5.99,,ky,40503,Fayette
1722,Wendy,"2640 west beach blvd., biloxi, ms, 39531, us",5.297843137254902,4.62,2.823920452224552,,86,500+,6.58,0.0,2.43,2.31,0.0,4.3,ms,39531,Harrison
1723,Wendy,"2725 w. capitol, milwaukee, wi, 53216, us",5.916538461538462,4.93,3.450260238019615,,87,800+,7.19,0.0,2.67,2.43,0.0,3.7,wi,53216,Milwaukee
1724,Wendy,"2735 reynolda rd, winston salem, nc, 27106, us",6.080961538461539,5.23,3.450047524541892,,88,500+,6.58,0.0,3.16,2.67,0.0,4.2,nc,27106,Forsyth
1725,Five Guys,"3273 robinhood road, winston salem, nc, 27106, us",8.344482758620689,8.39,3.323807109021009,4.6,29,1,13.55,,10.55,9.23,7.43,,nc,27106,Forsyth
1726,Wendy,"2750 carl t. jones drive, huntsville, al, 35802, us",5.133600000000001,4.195,2.83570080227093,,85,100+,7.06,0.0,2.43,1.94,0.0,4.6,al,35802,Madison
1727,Sonic,"7230 bailey cove road, huntsville, al, 35802, us",4.670810810810812,4.01,2.9302618445662776,4.4,85,100+,7.55,0.0,3.89,,0.0,,al,35802,Madison
1728,Five Guys,"2724-c carl t. jones dr., huntsville, al, 35802, us",6.937142857142859,6.890000000000001,3.0414292424343348,4.7,28,1,11.39,,8.87,8.27,5.99,,al,35802,Madison
1729,Wendy,"2800 e berry st, ft.worth, tx, 76119, us",5.741177325581404,5.11,2.913895126075218,,1143,800+,6.7,0.0,2.92,2.67,0.0,4.3,tx,76119,Tarrant
1730,Burger King,"3112 e berry st, fort worth, tx, 76119, us",7.594625000000008,5.61,6.194817984362009,4.1,80,900+,7.74,12.74,2.36,3.74,3.49,,tx,76119,Tarrant
1731,Wendy,"2901 e whitestone blvd, cedar park, tx, 78613, us",5.854150943396225,4.87,2.861296997083312,,88,310+,6.94,0.0,3.16,2.79,0.0,4.6,tx,78613,Williamson
1732,Shake Shack,"1905 east whitestone boulevard, cedar park, tx, 78613, us",20.49980392156864,7.89,33.51809727683827,4.5,104,210+,8.39,,8.19,7.89,5.19,,tx,78613,Williamson
1733,Burger King,"713 n bell blvd apt 183, cedar park, tx, 78613, us",7.6745161290322645,6.89,5.668873039684558,4.6,93,500+,7.39,12.19,2.69,3.59,3.39,,tx,78613,Williamson
1734,Wendy,"2912 peek rd, nederland, tx, 77627, us",5.714423076923077,4.745,2.8910261775825306,,87,140+,6.94,0.0,3.04,2.67,0.0,4.3,tx,77627,Jefferson
1735,Burger King,"3619, nederland, tx, 77627, us",7.489574468085112,6.4399999999999995,5.625479254267959,4.1,94,290+,6.89,11.89,2.39,3.39,3.39,,tx,77627,Jefferson
1736,Wendy,"2928 woodridge dr, houston, tx, 77087, us",5.5809952606634985,4.87,2.7279988420895607,,343,500+,6.94,0.0,3.04,2.67,0.0,4.6,tx,77087,Harris
1737,Burger King,"7011 gulf freeway, houston, tx, 77087, us",6.404285714285713,5.69,3.418138889715829,4.5,49,180+,3.19,,2.39,11.59,6.89,,tx,77087,Harris
1738,Wendy,"2955 north main st., walnut creek, ca, 94597, us",5.903962264150943,5.11,3.093360717226152,,86,1,7.92,0.0,3.04,2.67,0.0,4.6,ca,94597,Contra Costa
1739,Burger King,"2855 north main street, walnut creek, ca, 94597, us",9.802210526315802,8.09,6.226509908439011,4.3,95,240+,10.09,17.79,4.29,5.69,5.49,,ca,94597,Contra Costa
1740,Wendy,"2991 joe white ave, myrtle beach, sc, 29577, us",5.058653846153845,4.38,2.676489541319542,,87,900+,6.45,0.0,2.43,2.06,0.0,4.0,sc,29577,Horry
1741,Wendy,"3201 n kings hwy, myrtle beach, sc, 29577, us",5.0643396226415085,4.5,2.6514364276632176,,88,1,6.45,0.0,2.43,2.06,0.0,4.0,sc,29577,Horry
1742,Burger King,"1171 seaboard street, myrtle beach, sc, 29577, us",10.422419354838713,8.77,6.724772615290966,4.2,62,380+,10.44,16.72,2.88,5.56,5.2,,sc,29577,Horry
1743,Burger King,"501 south king's highway, myrtle beach, sc, 29577, us",10.422419354838713,8.77,6.724772615290966,4.0,62,150+,10.44,16.72,2.88,5.56,5.2,,sc,29577,Horry
1744,Sonic,"1930 mr. joe white ave, myrtle beach, sc, 29577, us",5.367142857142854,4.87,3.0507480960541833,4.5,295,700+,7.8,,4.26,,0.0,,sc,29577,Horry
1745,Five Guys,"1772 pine island rd, myrtle beach, sc, 29577, us",8.21620689655172,8.03,3.2874813897919335,4.7,145,1,13.31,,10.31,8.99,7.31,,sc,29577,Horry
1746,Hardees,"6000 n kings hwy, myrtle beach, sc, 29577, us",5.768999999999999,3.5,5.001532093840273,4.3,99,230+,7.73,0.0,5.31,,3.01,,sc,29577,Horry
1747,Wendy,"3007 waughtown st., winston salem, nc, 27107, us",6.0718867924528315,5.23,3.4179714035500566,,88,250+,6.58,0.0,3.16,2.67,0.0,4.3,nc,27107,Davidson
1748,Wendy,"3008 highway 321, w.columbia, sc, 29172, us",5.374444444444445,4.5600000000000005,3.193150462559383,,174,31,7.67,0.0,1.57,1.57,0.0,3.5,sc,29172,Lexington
1749,Wendy,"30500 state hwy 181, spanish fort, al, 36527, us",5.377843137254903,4.5,2.751836686990103,,84,220+,6.58,0.0,2.92,2.67,0.0,4.3,al,36527,Baldwin
1750,Sonic,"30939 mill lane, spanish fort, al, 36527, us",5.339736842105264,4.5600000000000005,3.143573634242694,4.5,88,83,9.38,0.0,4.38,,0.0,,al,36527,Baldwin
1751,Wendy,"3104 s. broad st., chattanooga, tn, 37408, us",5.532692307692306,4.625,3.0372818790849414,,86,430+,7.31,0.0,1.94,1.7,0.0,4.2,tn,37408,Hamilton
1752,Wendy,"3107 shannon road, durham, nc, 27707, us",6.0718867924528315,5.23,3.4179714035500566,,87,500+,6.58,0.0,3.16,2.67,0.0,4.1,nc,27707,Durham
1753,Burger King,"1601 hwy 55, durham, nc, 27707, us",7.267500000000001,6.17,5.879115383913501,4.3,76,500+,6.99,11.39,3.49,3.2,2.63,,nc,27707,Durham
1754,Five Guys,"5332 mcfarland drive, durham, nc, 27707, us",7.8774999999999995,7.305,3.133710745380673,4.7,140,2,12.83,,9.42,8.05,7.18,,nc,27707,Durham
1755,Wendy,"3138 s. carrollton ave., new orleans, la, 70118, us",5.726153846153846,4.87,2.886334615874067,,85,1,6.94,0.0,3.04,2.67,0.0,4.1,la,70118,Orleans
1756,Burger King,"2423 south carrollton ave., new orleans, la, 70118, us",7.343924050632913,5.39,5.966669961093158,4.4,158,2,6.49,11.69,2.79,3.89,3.39,,la,70118,Orleans
1757,Wendy,"3140 e. florence, meridian, id, 83642, us",6.089811320754717,5.11,3.6620936843668255,,88,400+,7.31,0.0,2.79,2.43,0.0,4.5,id,83642,Ada
1758,Carls Jr,"1320 n eagle rd, meridian, id, 83642, us",6.453461538461539,5.34,3.0481412271790163,4.5,92,230+,6.29,0.0,4.99,,3.79,,id,83642,Ada
1759,Carls Jr,"1815 s meridian rd, meridan, id, 83642, us",6.453461538461539,5.34,3.0481412271790163,4.8,92,240+,6.29,0.0,4.99,,3.79,,id,83642,Ada
1760,Wendy,"3140 n. 124th street, wauwatosa, wi, 53222, us",5.9165384615384635,4.93,3.4502602380196157,,87,210+,7.19,0.0,2.67,2.43,0.0,4.3,wi,53222,Milwaukee
1761,Wendy,"3144 ambassador caffrey, lafayette, la, 70506, us",5.733018867924526,4.87,2.8594039390118446,,89,220+,6.94,0.0,3.04,2.67,0.0,4.5,la,70506,Lafayette
1762,Burger King,"2256 ambassador caffrey pkway, lafayette, la, 70506, us",7.343924050632911,5.39,5.966669961093158,3.8999999999999995,79,95,6.49,11.69,2.79,3.89,3.39,,la,70506,Lafayette
1763,Sonic,"940 ambassador caffery parkway, lafayette, la, 70506, us",4.887297297297298,3.89,2.9769653046563755,4.2,65,37,7.92,,4.26,,0.0,,la,70506,Lafayette
1764,Wendy,"3154 augusta rd, w.columbia, sc, 29170, us",5.0869230769230755,4.38,2.685174781921553,,261,430+,6.7,0.0,2.43,2.06,0.0,4.2,sc,29170,Lexington
1765,Wendy,"3208 preston rd., frisco, tx, 75034, us",6.09509433962264,5.48,2.8663536909575686,,264,600+,7.31,0.0,3.4,3.04,0.0,4.5,tx,75034,Collin
1766,Wendy,"3323 e. washington st, indianapolis, in, 46201, us",5.3762,4.5600000000000005,2.8065793343499124,,85,430+,6.58,0.0,2.43,2.18,0.0,3.7,in,46201,Marion
1767,Burger King,"2122 e. 10th street, indianapolis, in, 46201, us",6.026785714285715,6.045,2.9389507200757916,4.2,84,410+,6.99,9.55,2.69,4.4,3.79,,in,46201,Marion
1768,Wendy,"343 folly rd., james island, sc, 29412, us",5.729629629629629,4.87,2.8089947872286336,,90,2,7.67,0.0,2.43,2.06,0.0,4.2,sc,29412,Charleston
1769,Sonic,"931 folly road, james island, sc, 29412, us",5.406000000000001,5.175000000000001,3.0006017174337996,4.6,58,360+,7.8,,4.26,,0.0,,sc,29412,Charleston
1770,Wendy,"3464 springhill ave, mobile, al, 36608, us",5.101634615384618,4.38,2.771930079654623,,166,150+,5.39,0.0,2.39,2.67,0.0,3.7,al,36608,Mobile
1771,Five Guys,"4663 airport blvd., mobile, al, 36608, us",9.007142857142854,9.23,2.9581737333589277,4.7,28,700+,13.31,,10.55,9.71,8.39,,al,36608,Mobile
1772,Five Guys,"7721 airport boulevard, suite e101, mobile, al, 36608, us",9.007142857142854,9.23,2.9581737333589277,5.0,28,17,13.31,,10.55,9.71,8.39,,al,36608,Mobile
1773,Wendy,"350 south college road, wilmington, nc, 28403, us",5.079215686274508,4.26,2.7108025315843536,,86,1,6.7,0.0,2.43,2.06,0.0,4.2,nc,28403,New Hanover
1774,Sonic,"4206 market st, wilmington, nc, 28403, us",5.049999999999999,4.38,2.8686798922717602,4.6,83,900+,8.04,0.0,4.01,,0.0,,nc,28403,New Hanover
1775,Hardees,"1420 floral parkway, wilmington, nc, 28403, us",7.1730769230769305,6.74,4.388658476670526,4.4,107,320+,6.74,11.11,5.49,,3.11,,nc,28403,New Hanover
1776,Wendy,"3510 west pinhook road, lafayette, la, 70508, us",5.726153846153846,4.87,2.886334615874067,,88,200+,6.94,0.0,3.04,2.67,0.0,4.3,la,70508,Lafayette
1777,Wendy,"4408 ambassador caffery pkwy, lafayette, la, 70508, us",5.726153846153846,4.87,2.886334615874067,,88,170+,6.94,0.0,3.04,2.67,0.0,4.6,la,70508,Lafayette
1778,Burger King,"2429 west pinhook road, lafayette, la, 70508, us",7.343924050632911,5.39,5.966669961093158,4.5,79,160+,6.49,11.69,2.79,3.89,3.39,,la,70508,Lafayette
1779,Sonic,"2511 kaliste saloom road, lafayette, la, 70508, us",4.854324324324326,3.89,2.9971748323871292,3.9,70,34,7.92,,4.26,,0.0,,la,70508,Lafayette
1780,Sonic,"3521 west pinhook road, lafayette, la, 70508, us",4.887297297297298,3.89,2.9769653046563755,4.5,65,10,7.92,,4.26,,0.0,,la,70508,Lafayette
1781,Five Guys,"4302 ambassador caffery parkway, lafayette, la, 70508, us",7.275172413793105,6.95,2.668302599664613,4.7,29,1,11.87,,8.99,8.03,6.59,,la,70508,Lafayette
1782,Wendy,"3527 hillsborough rd., durham, nc, 27705, us",6.0728781512604995,5.23,3.4214913196878203,,784,1,6.58,0.0,3.16,2.67,0.0,4.0,nc,27705,Durham
1783,Burger King,"1821 n pointe dr, durham, nc, 27705, us",13.761093749999986,13.74,9.214692771124323,4.0,140,2,,,2.86,,,,nc,27705,Durham
1784,Burger King,"3527 hillsborough rd., durham, nc, 27705, us",6.080961538461539,5.23,3.450047524541892,4.0,88,1,,,0.0,,,,nc,27705,Durham
1785,Wendy,"3530 8th st. sw, altoona, ia, 50009, us",5.461176470588236,4.75,2.937601160249851,,86,330+,7.06,0.0,2.43,2.06,0.0,4.2,ia,50009,Polk
1786,Wendy,"3601 gen. degaulle dr., new orleans, la, 70114, us",5.733018867924527,4.87,2.859403939011845,,83,500+,6.94,0.0,3.04,2.67,0.0,4.1,la,70114,Orleans
1787,Wendy,"361 johnnie dodds boulevard, mount pleasant, sc, 29464, us",5.78611111111111,4.87,2.918507620068014,,90,700+,7.67,0.0,2.43,2.06,0.0,4.2,sc,29464,Charleston
1788,Five Guys,"1795 hwy. 17 north, mount pleasant, sc, 29464, us",7.688928571428572,7.305,3.323259307286957,4.8,28,2,12.74,,9.37,8.05,7.18,,sc,29464,Charleston
1789,Wendy,"371 s greeno road, fairhope, al, 36532, us",5.471346153846156,4.6850000000000005,2.8058620153899736,,85,170+,6.58,0.0,2.92,2.67,0.0,4.4,al,36532,Baldwin
1790,Wendy,"3815 100th street, urbandale, ia, 50322, us",5.461538461538463,4.8100000000000005,2.909219023285079,,87,600+,7.06,0.0,2.43,2.06,0.0,4.3,ia,50322,Polk
1791,Wendy,"4935 merle hay road, des moines, ia, 50322, us",6.156792452830189,5.11,3.6925942067592676,,88,300+,7.31,0.0,2.67,2.06,0.0,4.3,ia,50322,Polk
1792,Wendy,"3815 southwest loop 820, ft.worth, tx, 76133, us",5.7394230769230745,4.99,2.939614321550951,,87,390+,6.7,0.0,2.92,2.67,0.0,4.5,tx,76133,Tarrant
1793,Wendy,"3834 n. lincoln, oklahoma city, ok, 73105, us",5.766041666666669,4.87,3.3869472117130135,,83,350+,6.94,0.0,3.28,2.79,0.0,4.1,ok,73105,Oklahoma
1794,Burger King,"135 ne 23rd street, oklahoma city, ok, 73105, us",6.824342105263158,4.79,5.950373348641842,4.2,76,1,6.29,10.99,2.39,3.29,3.29,,ok,73105,Oklahoma
1795,Sonic,"21 n.e. 23rd street, oklahoma city, ok, 73105, us",4.672368421052632,4.01,2.959328190307749,4.4,88,420+,7.92,0.0,4.01,,0.0,,ok,73105,Oklahoma
1796,Wendy,"3990 martin l. king dr., atlanta, ga, 30336, us",5.6373469387755115,4.99,2.8553457030130547,,85,1,6.94,0.0,2.92,2.43,0.0,4.1,ga,30336,Fulton
1797,Wendy,"5965 bakers ferry road sw, atlanta, ga, 30336, us",5.646400000000001,5.050000000000001,2.8273583147524826,,86,800+,6.94,0.0,2.92,2.43,0.0,4.3,ga,30336,Fulton
1798,Wendy,"4 belfair village dr, bluffton, sc, 29910, us",5.526078431372553,4.87,2.882739083111668,,85,360+,6.94,0.0,2.67,2.18,0.0,4.5,sc,29910,Beaufort
1799,Five Guys,"1019 fording island rd., suite 101g, bluffton, sc, 29910, us",8.344482758620689,8.39,3.323807109021009,4.7,29,700+,13.55,,10.55,9.23,7.43,,sc,29910,Beaufort
1800,Wendy,"4001 butler street, pittsburgh, pa, 15201, us",5.444509803921571,4.62,2.806704378018846,,88,1,7.19,0.0,2.79,2.31,0.0,4.3,pa,15201,Allegheny
1801,Wendy,"4100 pelham rd, greenville, sc, 29615, us",5.2762745098039225,4.5,2.8123585529812374,,85,240+,6.94,0.0,2.31,1.7,0.0,4.4,sc,29615,Greenville
1802,Five Guys,"3935 pelham rd., greenville, sc, 29615, us",7.599655172413793,7.07,3.1370648292891405,4.6,29,900+,12.59,,9.71,8.63,7.07,,sc,29615,Greenville
1803,Wendy,"4115 s. congress, austin, tx, 78745, us",5.854150943396224,4.87,2.8612969970833118,,88,1,6.94,0.0,3.16,2.79,0.0,4.3,tx,78745,Travis
1804,Wendy,"418 cumberland street, chattanooga, tn, 37404, us",5.3174509803921595,4.62,2.758413754982292,,86,440+,6.58,0.0,2.43,2.06,0.0,4.4,tn,37404,Hamilton
1805,Burger King,"2119 east 23rd street, chattanooga, tn, 37404, us",7.4553164556962015,5.39,6.001668087837303,4.2,79,240+,6.59,11.79,2.79,3.89,3.39,,tn,37404,Hamilton
1806,Wendy,"4307 state bridge road, alpharetta, ga, 30005, us",5.42346153846154,4.5600000000000005,2.862207247116075,,89,900+,6.94,0.0,2.43,2.18,0.0,4.6,ga,30005,Fulton
1807,Wendy,"4380, dallas, tx, 75212, us",5.7394230769230745,4.99,2.939614321550951,,87,340+,6.7,0.0,2.92,2.67,0.0,4.3,tx,75212,Dallas
1808,Wendy,"4500 highway 58, chattanooga, tn, 37416, us",5.524716981132073,4.75,3.009041472010261,,348,420+,7.31,0.0,1.94,1.7,0.0,4.4,tn,37416,Hamilton
1809,Sonic,"4407 highway 58, chattanooga, tn, 37416, us",4.74185185185185,4.01,2.9869289778621906,4.4,261,500+,0.0,,7.55,,4.01,,tn,37416,Hamilton
1810,Wendy,"4501 nw 23rd st, oklahoma city, ok, 73127, us",6.147500000000002,4.99,3.512310150905505,,87,700+,6.94,0.0,3.28,2.79,0.0,4.4,ok,73127,Oklahoma
1811,Wendy,"4524 browns hill rd., pittsburgh, pa, 15217, us",5.4451923076923014,4.6850000000000005,2.7795900987131,,258,900+,7.19,0.0,2.79,2.31,0.0,4.1,pa,15217,Allegheny
1812,Wendy,"4544 bissonnet, bellaire, tx, 77401, us",5.573653846153846,4.745,2.74691157263386,,85,360+,6.94,0.0,3.04,2.67,0.0,4.6,tx,77401,Harris
1813,Wendy,"4601 w. north avenue, milwaukee, wi, 53208, us",5.916538461538462,4.93,3.450260238019615,,87,600+,7.19,0.0,2.67,2.43,0.0,3.8,wi,53208,Milwaukee
1814,Wendy,"4605 chef menteur hwy., new orleans, la, 70126, us",5.526730769230769,4.745,2.7894614321336197,,85,700+,6.94,0.0,3.04,2.67,0.0,3.6,la,70126,Orleans
1815,Wendy,"47 industrial hwy, tinicum township, pa, 19029, us",10.268539325842697,7.47,6.534633153490766,,94,800+,,7.47,,,,3.8,pa,19029,Delaware
1816,Wendy,"4750 capital blvd., raleigh, nc, 27616, us",5.333600000000001,4.5,2.6023057160910206,,85,800+,6.33,0.0,2.79,2.43,0.0,4.2,nc,27616,Wake
1817,Wendy,"4819 highway 55, durham, nc, 27713, us",5.400192307692307,4.625,3.3441260157433654,,88,500+,6.33,0.0,2.43,1.82,0.0,4.0,nc,27713,Durham
1818,Wendy,"4965 flat shoals parkway, decatur, ga, 30034, us",6.0311320754716995,4.99,3.4038616584848507,,89,1,6.45,0.0,3.28,2.79,0.0,4.2,ga,30034,DeKalb
1819,Sonic,"3900 flat shoals pkwy, decatur, ga, 30034, us",4.537894736842107,4.074999999999999,2.8713999500470515,3.9,261,800+,7.19,0.0,4.01,,0.0,,ga,30034,DeKalb
1820,Wendy,"505 west ridge pike, conshohocken, pa, 19462, us",19.790932203389858,19.5,10.041351957331091,,236,1,,5.82,,,,4.5,pa,19462,Montgomery
1821,Shake Shack,"460 west germantown pike, plymouth, pa, 19462, us",21.100416666666653,7.54,34.459440165113755,4.5,147,2,8.39,,8.19,7.89,5.19,,pa,19462,Montgomery
1822,Burger King,"505 west ridge pike, conshohocken, pa, 19462, us",19.790932203389858,19.5,10.041351957331091,4.5,236,1,,,5.82,,,,pa,19462,Montgomery
1823,Wendy,"5111 98th st, lubbock, tx, 79424, us",5.765882352941178,4.87,2.9304561489742733,,87,250+,6.58,0.0,3.28,2.79,0.0,4.5,tx,79424,Lubbock
1824,Wendy,"6815 milwaukee avenue, lubbock, tx, 79424, us",6.0301923076923085,4.93,3.4619755867160236,,87,260+,6.58,0.0,3.28,2.79,0.0,4.5,tx,79424,Lubbock
1825,Five Guys,"4406 114th st., lubbock, tx, 79424, us",7.991428571428573,8.030000000000001,3.296343985913695,4.7,28,700+,13.19,,10.31,9.59,6.47,,tx,79424,Lubbock
1826,Wendy,"5195 de zavala, san antonio, tx, 78249, us",5.650961538461539,5.11,2.775783506587606,,86,1,6.82,0.0,3.16,2.67,0.0,4.3,tx,78249,Bexar
1827,Five Guys,"5215 dezavala rd, san antonio, tx, 78249, us",8.55551724137931,8.87,3.2654804644180366,4.7,29,2,13.55,,10.55,9.23,7.55,,tx,78249,Bexar
1828,Wendy,"5211 broadway, oakland, ca, 94618, us",5.832156862745099,4.5,3.1193081898455004,,84,2,7.92,0.0,3.04,2.67,0.0,4.5,ca,94618,Alameda
1829,Wendy,"5322 essen lane, baton rouge, la, 70809, us",5.726153846153846,4.87,2.886334615874067,,86,220+,6.94,0.0,3.04,2.67,0.0,4.3,la,70809,East Baton Rouge
1830,Five Guys,"7415 corporate boulevard, baton rouge, la, 70809, us",7.275172413793106,6.95,2.668302599664613,4.6,29,1,11.87,,8.99,8.03,6.59,,la,70809,East Baton Rouge
1831,Wendy,"538 akron dr, winston salem, nc, 27105, us",5.9401923076923095,5.23,3.0220277771878066,,87,370+,6.58,0.0,3.16,2.67,0.0,4.1,nc,27105,Forsyth
1832,Burger King,"538 akron dr, winston salem, nc, 27105, us",5.9401923076923095,5.23,3.0220277771878066,4.1,87,370+,,,0.0,,,,nc,27105,Forsyth
1833,Wendy,"5405 highway 90 west service road, mobile, al, 36619, us",5.466470588235295,4.5,2.8330187762155488,,84,260+,6.58,0.0,2.92,2.67,0.0,4.3,al,36619,Mobile
1834,Five Guys,"5319 hwy 90 w., mobile, al, 36619, us",9.029999999999998,9.71,3.010027685365479,4.6,27,320+,13.31,,10.55,9.71,8.39,,al,36619,Mobile
1835,Wendy,"5422 baum blvd., pittsburgh, pa, 15232, us",5.44450980392157,4.62,2.8067043780188463,,86,3,7.19,0.0,2.79,2.31,0.0,4.1,pa,15232,Allegheny
1836,Wendy,"5502 harry hines blvd., dallas, tx, 75235, us",5.8251923076923084,4.99,2.8832056747685817,,87,700+,7.19,0.0,3.28,2.79,0.0,4.3,tx,75235,Dallas
1837,Burger King,"3020 west mockingbird lane, dallas, tx, 75235, us",7.558617021276603,6.050000000000001,5.8494687158393,4.4,94,330+,7.74,12.74,2.36,3.74,3.49,,tx,75235,Dallas
1838,Sonic,"3023 inwood rd, dallas, tx, 75235, us",4.7499999999999964,4.01,3.0078475930234796,4.5,342,1,0.0,,7.67,,4.01,,tx,75235,Dallas
1839,Wendy,"5525 chinden boulevard, garden city, id, 83714, us",6.041509433962265,5.11,3.638519497914428,,89,310+,7.06,0.0,2.79,2.43,0.0,4.5,id,83714,Ada
1840,Burger King,"6770 glenwood street, boise, id, 83714, us",8.361282051282052,7.140000000000001,6.195090355288667,4.5,78,440+,7.59,13.19,2.99,4.29,4.29,,id,83714,Ada
1841,Sonic,"6701 n. glenwood street, garden city, id, 83714, us",5.671935483870964,4.87,3.1897754186845386,4.3,59,450+,8.77,,4.26,,0.0,,id,83714,Ada
1842,Wendy,"555 s. broadway, wichita, ks, 67202, us",5.508461538461541,4.745,2.7846049192323523,,87,320+,6.94,0.0,2.79,2.43,0.0,4.3,ks,67202,Sedgwick
1843,Sonic,"504 south broadway, wichita, ks, 67202, us",4.656857142857144,3.89,2.9146445717431546,4.4,80,320+,7.67,0.0,4.26,,0.0,,ks,67202,Sedgwick
1844,Wendy,"5555 camden rd, hope mills, nc, 28348, us",5.386037735849056,4.62,3.0829343652537915,,89,360+,6.33,0.0,2.43,2.18,0.0,4.2,nc,28348,Cumberland
1845,Hardees,"4260 legion road, hope mills, nc, 28348, us",7.5713829787234115,7.425000000000001,4.401489013297471,4.4,96,100+,6.74,11.11,5.49,,,,nc,28348,Cumberland
1846,Wendy,"570 lafayette rd unit, seabrook, nh, 03874, us",5.017450980392155,3.99,2.759374640105947,,86,170+,7.19,0.0,2.39,1.99,0.0,4.3,nh,3874,Rockingham
1847,Wendy,"585 merrimon ave, asheville, nc, 28804, us",5.1939215686274505,4.5,2.8133540644376307,,85,500+,6.58,0.0,2.18,1.82,0.0,4.5,nc,28804,Buncombe
1848,Wendy,"5943, pacheco, ca, 94553, us",6.793469387755102,5.36,3.2447952364693085,,82,700+,9.26,0.0,3.77,3.4,0.0,4.5,ca,94553,Contra Costa
1849,Wendy,"601 n west st, wichita, ks, 67203, us",5.6329383886255915,4.87,2.9109424038734417,,349,250+,6.94,0.0,2.79,2.43,0.0,4.2,ks,67203,Sedgwick
1850,Wendy,"6020 bullard avenue, new orleans, la, 70128, us",4.693846153846153,3.99,2.365615998689229,,84,500+,5.69,0.0,2.49,2.19,0.0,3.8,la,70128,Orleans
1851,Wendy,"610 columbia ave, lexington, sc, 29072, us",5.162745098039216,4.38,2.791573509781748,,88,230+,6.45,0.0,2.18,1.82,0.0,4.4,sc,29072,Lexington
1852,Burger King,"1212 west main street, lexington, sc, 29072, us",8.013333333333334,6.44,5.914469237400199,4.1,174,120+,7.81,13.79,3.59,4.26,3.76,,sc,29072,Lexington
1853,Burger King,"226 longs pond road, lexington, sc, 29072, us",7.979468085106381,6.455,5.771023060417889,4.1,94,56,7.81,13.79,3.59,4.26,3.76,,sc,29072,Lexington
1854,The Habit,"5304 sunset boulevard, lexington, sc, 29072, us",10.550188679245286,7.81,11.293473067514007,4.5,106,21,8.74,15.87,7.86,6.74,3.74,,sc,29072,Lexington
1855,Five Guys,"5135 sunset blvd., lexington, sc, 29072, us",7.622068965517242,7.18,3.2845682856092315,4.7,29,1,12.74,,9.37,8.05,7.18,,sc,29072,Lexington
1856,Wendy,"6247 mcneil drive, austin, tx, 78729, us",5.854150943396225,4.87,2.861296997083312,,88,490+,6.94,0.0,3.16,2.79,0.0,4.3,tx,78729,Williamson
1857,Sonic,"6816 mcneil rd, austin, tx, 78729, us",5.072058823529415,4.62,3.077373574037908,4.4,84,1,0.0,,8.04,,4.01,,tx,78729,Williamson
1858,Wendy,"627 e. capitol drive, milwaukee, wi, 53212, us",5.9165384615384635,4.93,3.4502602380196157,,87,800+,7.19,0.0,2.67,2.43,0.0,4.0,wi,53212,Milwaukee
1859,Wendy,"633 w. north avenue, milwaukee, wi, 53212, us",5.91130023640662,4.99,3.421831171965181,,689,1,7.19,0.0,2.67,2.43,0.0,4.0,wi,53212,Milwaukee
1860,Burger King,"2862 n. martin luther king dr., milwaukee, wi, 53212, us",8.373723404255317,6.8149999999999995,6.085503000948944,3.5,94,500+,8.95,15.59,2.98,5.18,4.28,,wi,53212,Milwaukee
1861,Wendy,"633 s. gammon road, madison, wi, 53719, us",5.976923076923078,4.93,3.4902113328463362,,85,600+,7.31,0.0,2.67,2.43,0.0,4.5,wi,53719,Dane
1862,Burger King,"6909 odana road, madison, wi, 53719, us",8.53148936170213,6.8149999999999995,6.084703695201392,4.3,94,800+,9.22,15.85,3.89,5.31,4.93,,wi,53719,Dane
1863,Wendy,"636 west lee drive, baton rouge, la, 70820, us",5.643399999999999,4.87,2.7773135292940907,,84,110+,6.94,0.0,3.04,2.67,0.0,4.1,la,70820,East Baton Rouge
1864,Wendy,"6404 w kellogg, wichita, ks, 67209, us",5.499411764705884,4.62,2.811015036660633,,86,150+,6.94,0.0,2.79,2.43,0.0,4.5,ks,67209,Sedgwick
1865,Wendy,"6694 431 s hwy se, owens cross roads, al, 35763, us",5.270200000000001,4.5,2.9067359632412426,,83,100+,7.06,0.0,2.43,1.94,0.0,4.6,al,35763,Madison
1866,Sonic,"366 sutton road, hampton cove, al, 35763, us",4.611842105263158,3.95,2.9136122048639908,4.3,88,95,7.55,0.0,3.89,,0.0,,al,35763,Madison
1867,Wendy,"6716 bridge street, ft.worth, tx, 76112, us",5.7394230769230745,4.99,2.939614321550951,,87,900+,6.7,0.0,2.92,2.67,0.0,4.3,tx,76112,Tarrant
1868,Wendy,"6900 walnut street, upper darby, pa, 19082, us",5.829230769230768,4.865,3.137379998412349,,86,3,7.92,0.0,2.79,2.18,0.0,4.1,pa,19082,Delaware
1869,Wendy,"7106 highway 21, port wentworth, ga, 31407, us",5.736153846153848,4.93,2.969691225755863,,85,310+,6.94,0.0,2.92,2.43,0.0,4.3,ga,31407,Chatham
